11/Oct/2025:08:12:43 +0000,172.26.0.1,GET,/login,404,153,188,0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
11/Oct/2025:08:12:45 +0000,172.26.0.1,GET,/images/logo.png,404,153,149,0.0,,curl/7.68.0
11/Oct/2025:08:12:47 +0000,172.26.0.1,GET,/images/logo.png,404,153,188,0.0,,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
11/Oct/2025:08:12:49 +0000,172.26.0.1,GET,/api/users,404,153,154,0.0,,Python-requests/2.25.1
11/Oct/2025:08:12:51 +0000,172.26.0.1,GET,/css/style.css,404,153,158,0.0,,Python-requests/2.25.1
11/Oct/2025:08:12:53 +0000,172.26.0.1,GET,/dashboard,404,153,154,0.0,,Python-requests/2.25.1
11/Oct/2025:08:12:53 +0000,172.26.0.1,GET,/.env,404,153,193,0.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11/Oct/2025:08:12:54 +0000,172.26.0.1,GET,/index.php?id=1'%20OR%20'1'='1,404,153,174,0.0,,Python-requests/2.25.1
11/Oct/2025:08:12:55 +0000,172.26.0.1,GET,/about,404,153,178,0.0,,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
11/Oct/2025:08:12:55 +0000,172.26.0.1,GET,/wp-admin/admin-ajax.php,404,153,157,0.0,,curl/7.68.0
11/Oct/2025:08:12:57 +0000,172.26.0.1,GET,/etc/passwd,404,153,193,0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
11/Oct/2025:08:12:57 +0000,172.26.0.1,GET,/contact,404,153,141,0.0,,curl/7.68.0
11/Oct/2025:08:12:58 +0000,172.26.0.1,GET,/sql/,404,153,193,0.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11/Oct/2025:08:12:59 +0000,172.26.0.1,GET,/dashboard,404,153,198,0.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11/Oct/2025:08:13:00 +0000,172.26.0.1,GET,/.env,404,153,149,0.0,,Python-requests/2.25.1
11/Oct/2025:08:13:01 +0000,172.26.0.1,GET,/sql/,404,153,177,0.0,,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
11/Oct/2025:08:13:01 +0000,172.26.0.1,GET,/login,404,153,150,0.0,,Python-requests/2.25.1
11/Oct/2025:08:13:03 +0000,172.26.0.1,GET,/config.php,404,153,144,0.0,,curl/7.68.0
11/Oct/2025:08:13:03 +0000,172.26.0.1,GET,/css/style.css,404,153,202,0.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11/Oct/2025:08:13:04 +0000,172.26.0.1,GET,/index.html,404,153,199,0.0,,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36
11/Oct/2025:08:13:05 +0000,172.26.0.1,GET,/wp-admin/admin-ajax.php,404,153,157,0.0,,curl/7.68.0
11/Oct/2025:08:13:07 +0000,172.26.0.1,GET,/etc/passwd,404,153,183,0.0,,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36
11/Oct/2025:08:13:07 +0000,172.26.0.1,GET,/admin,404,153,188,0.0,,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36
11/Oct/2025:08:13:08 +0000,172.26.0.1,GET,/login,404,153,150,0.0,,Python-requests/2.25.1
